"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|AL-096","B2026-08-18","AL-096","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «Si una noche de invierno un viajero»?","Italo Calvino.","La obra fue escrita por Italo Calvino.","active","curated","96","B2026-08-18|000096|AL-096"
"B2026-08-18|AL-097","B2026-08-18","AL-097","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «Bajo el volcán»?","Malcolm Lowry.","La obra fue escrita por Malcolm Lowry.","active","curated","97","B2026-08-18|000097|AL-097"
"B2026-08-18|AL-098","B2026-08-18","AL-098","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «La tierra baldía»?","T. S. Eliot.","La obra fue escrita por T. S. Eliot.","active","curated","98","B2026-08-18|000098|AL-098"
"B2026-08-18|AL-099","B2026-08-18","AL-099","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «Orlando»?","Virginia Woolf.","La obra fue escrita por Virginia Woolf.","active","curated","99","B2026-08-18|000099|AL-099"
"B2026-08-18|AL-100","B2026-08-18","AL-100","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «La invención de Morel»?","Adolfo Bioy Casares.","La obra fue escrita por Adolfo Bioy Casares.","active","curated","100","B2026-08-18|000100|AL-100"
"B2026-08-18|AL-101","B2026-08-18","AL-101","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «El obsceno pájaro de la noche»?","José Donoso.","La obra fue escrita por José Donoso.","active","curated","101","B2026-08-18|000101|AL-101"
"B2026-08-18|AL-102","B2026-08-18","AL-102","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «La muerte de Artemio Cruz»?","Carlos Fuentes.","La obra fue escrita por Carlos Fuentes.","active","curated","102","B2026-08-18|000102|AL-102"
"B2026-08-18|AL-103","B2026-08-18","AL-103","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «El entierro del conde de Orgaz»?","El Greco.","El Greco creó «El entierro del conde de Orgaz»; la obra pertenece a su producción artística.","active","curated","103","B2026-08-18|000103|AL-103"
"B2026-08-18|AL-104","B2026-08-18","AL-104","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «Cazadores en la nieve»?","Pieter Bruegel el Viejo.","Pieter Bruegel el Viejo creó «Cazadores en la nieve»; la obra pertenece a su producción artística.","active","curated","104","B2026-08-18|000104|AL-104"
"B2026-08-18|AL-105","B2026-08-18","AL-105","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «Saturno devorando a su hijo»?","Francisco de Goya.","Francisco de Goya creó «Saturno devorando a su hijo»; la obra pertenece a su producción artística.","active","curated","105","B2026-08-18|000105|AL-105"
"B2026-08-18|AL-106","B2026-08-18","AL-106","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «Broadway Boogie Woogie»?","Piet Mondrian.","Piet Mondrian creó «Broadway Boogie Woogie»; la obra pertenece a su producción artística.","active","curated","106","B2026-08-18|000106|AL-106"
"B2026-08-18|AL-107","B2026-08-18","AL-107","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «Cuadrado negro»?","Kazimir Malévich.","Kazimir Malévich creó «Cuadrado negro»; la obra pertenece a su producción artística.","active","curated","107","B2026-08-18|000107|AL-107"
"B2026-08-18|AL-108","B2026-08-18","AL-108","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «Formas únicas de continuidad en el espacio»?","Umberto Boccioni.","Umberto Boccioni creó «Formas únicas de continuidad en el espacio»; la obra pertenece a su producción artística.","active","curated","108","B2026-08-18|000108|AL-108"
"B2026-08-18|AL-109","B2026-08-18","AL-109","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «La columna rota»?","Frida Kahlo.","Frida Kahlo creó «La columna rota»; la obra pertenece a su producción artística.","active","curated","109","B2026-08-18|000109|AL-109"
"B2026-08-18|AL-110","B2026-08-18","AL-110","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista creó «El carnaval de Arlequín»?","Joan Miró.","Joan Miró creó «El carnaval de Arlequín»; la obra pertenece a su producción artística.","active","curated","110","B2026-08-18|000110|AL-110"
"B2026-08-18|AL-111","B2026-08-18","AL-111","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llama la descripción literaria detallada de una obra de arte visual?","Écfrasis.","La écfrasis convierte una imagen u objeto artístico en descripción verbal.","active","curated","111","B2026-08-18|000111|AL-111"
"B2026-08-18|AL-112","B2026-08-18","AL-112","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué técnica narrativa presenta los pensamientos de un personaje en tercera persona sin un verbo introductor explícito?","Estilo indirecto libre.","El estilo indirecto libre mezcla la voz del narrador con la perspectiva del personaje.","active","curated","112","B2026-08-18|000112|AL-112"
"B2026-08-18|AL-113","B2026-08-18","AL-113","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué corriente barroca intensifica el claroscuro hasta hacer dominar grandes zonas oscuras?","Tenebrismo.","El tenebrismo usa contrastes extremos para dirigir la mirada y aumentar el dramatismo.","active","curated","113","B2026-08-18|000113|AL-113"
"B2026-08-18|AL-114","B2026-08-18","AL-114","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Quién escribió «Zama»?","Antonio Di Benedetto.","La obra fue escrita por Antonio Di Benedetto.","active","curated","114","B2026-08-18|000114|AL-114"
"B2026-08-18|AL-115","B2026-08-18","AL-115","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Quién escribió «El mar de las Sirtes»?","Julien Gracq.","La obra fue escrita por Julien Gracq.","active","curated","115","B2026-08-18|000115|AL-115"
"B2026-08-18|AL-116","B2026-08-18","AL-116","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Quién escribió «Ferdydurke»?","Witold Gombrowicz.","La obra fue escrita por Witold Gombrowicz.","active","curated","116","B2026-08-18|000116|AL-116"
"B2026-08-18|AL-117","B2026-08-18","AL-117","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Quién escribió «Manuscrito encontrado en Zaragoza»?","Jan Potocki.","La obra fue escrita por Jan Potocki.","active","curated","117","B2026-08-18|000117|AL-117"
"B2026-08-18|AL-118","B2026-08-18","AL-118","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Quién escribió «A contrapelo»?","Joris-Karl Huysmans.","La obra fue escrita por Joris-Karl Huysmans.","active","curated","118","B2026-08-18|000118|AL-118"
"B2026-08-18|AL-119","B2026-08-18","AL-119","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Quién escribió «La vida instrucciones de uso»?","Georges Perec.","Georges Perec publicó esta novela estructurada como un recorrido por un edificio parisino.","active","curated","119","B2026-08-18|000119|AL-119"
"B2026-08-18|AL-120","B2026-08-18","AL-120","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué artista creó «El castigo de Marsias»?","Tiziano.","Tiziano creó «El castigo de Marsias»; la obra pertenece a su producción artística.","active","curated","120","B2026-08-18|000120|AL-120"
"B2026-08-18|AL-121","B2026-08-18","AL-121","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué artista creó «Merzbau»?","Kurt Schwitters.","Kurt Schwitters creó «Merzbau»; la obra pertenece a su producción artística.","active","curated","121","B2026-08-18|000121|AL-121"
"B2026-08-18|AL-122","B2026-08-18","AL-122","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué término renacentista italiano designa la apariencia de facilidad y naturalidad con la que el cortesano oculta su esfuerzo?","Sprezzatura.","Baldassare Castiglione popularizó el concepto en «El cortesano».","active","curated","122","B2026-08-18|000122|AL-122"
