"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|IN-096","B2026-08-18","IN-096","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué notación describe una cota asintótica del crecimiento de tiempo o espacio de un algoritmo?","Notación O grande.","Permite comparar escalabilidad ignorando constantes y términos menores.","active","curated","96","B2026-08-18|000096|IN-096"
"B2026-08-18|IN-097","B2026-08-18","IN-097","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué estructura arbórea mantiene cada padre ordenado respecto de sus hijos y sustenta colas de prioridad?","Montículo o heap.","Un montículo binario permite consultar el mínimo o máximo eficientemente.","active","curated","97","B2026-08-18|000097|IN-097"
"B2026-08-18|IN-098","B2026-08-18","IN-098","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué algoritmo localiza un valor en una secuencia ordenada descartando la mitad restante en cada paso?","Búsqueda binaria.","Su coste temporal es logarítmico en el número de elementos.","active","curated","98","B2026-08-18|000098|IN-098"
"B2026-08-18|IN-099","B2026-08-18","IN-099","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué situación ocurre cuando procesos esperan indefinidamente recursos retenidos entre sí?","Interbloqueo o deadlock.","Evitar espera circular es una estrategia para prevenir interbloqueos.","active","curated","99","B2026-08-18|000099|IN-099"
"B2026-08-18|IN-100","B2026-08-18","IN-100","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué mecanismo ofrece a cada proceso un espacio de direcciones abstraído de la memoria física?","Memoria virtual.","La paginación permite mapear páginas virtuales a marcos físicos o almacenamiento.","active","curated","100","B2026-08-18|000100|IN-100"
"B2026-08-18|IN-101","B2026-08-18","IN-101","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué unidad empaqueta una aplicación y sus dependencias compartiendo el núcleo del sistema anfitrión?","Contenedor.","Los contenedores aíslan procesos sin virtualizar necesariamente una máquina completa.","active","curated","101","B2026-08-18|000101|IN-101"
"B2026-08-18|IN-102","B2026-08-18","IN-102","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué práctica ejecuta automáticamente compilaciones y pruebas al integrar cambios frecuentes?","Integración continua.","La integración continua detecta incompatibilidades pronto.","active","curated","102","B2026-08-18|000102|IN-102"
"B2026-08-18|IN-103","B2026-08-18","IN-103","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué estilo arquitectónico de servicios web se basa en recursos, representaciones e interfaz uniforme?","REST.","REST fue descrito por Roy Fielding y suele aprovechar la semántica de HTTP.","active","curated","103","B2026-08-18|000103|IN-103"
"B2026-08-18|IN-104","B2026-08-18","IN-104","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué proceso de diseño relacional reduce redundancia y anomalías mediante formas normales?","Normalización.","La normalización descompone relaciones conservando dependencias relevantes.","active","curated","104","B2026-08-18|000104|IN-104"
"B2026-08-18|IN-105","B2026-08-18","IN-105","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué siglas resumen atomicidad, consistencia, aislamiento y durabilidad en transacciones?","ACID.","Estas propiedades definen garantías habituales de los sistemas transaccionales.","active","curated","105","B2026-08-18|000105|IN-105"
"B2026-08-18|IN-106","B2026-08-18","IN-106","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué criptografía usa una clave pública y otra privada relacionadas matemáticamente?","Criptografía de clave pública.","Permite cifrado, intercambio de claves y firmas sin compartir la clave privada.","active","curated","106","B2026-08-18|000106|IN-106"
"B2026-08-18|IN-107","B2026-08-18","IN-107","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué valor aleatorio se añade antes de derivar el hash de una contraseña?","Sal criptográfica.","Una sal única dificulta tablas precalculadas y revela menos sobre contraseñas repetidas.","active","curated","107","B2026-08-18|000107|IN-107"
"B2026-08-18|IN-108","B2026-08-18","IN-108","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué vulnerabilidad permite inyectar script que se ejecuta en el navegador de otra persona?","XSS.","Escapar la salida y aplicar políticas de contenido ayuda a mitigar cross-site scripting.","active","curated","108","B2026-08-18|000108|IN-108"
"B2026-08-18|IN-109","B2026-08-18","IN-109","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué ataque induce a un navegador autenticado a enviar una solicitud no deseada?","CSRF.","Los tokens anti-CSRF y cookies SameSite reducen el riesgo.","active","curated","109","B2026-08-18|000109|IN-109"
"B2026-08-18|IN-110","B2026-08-18","IN-110","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué fallo depende del orden impredecible de operaciones concurrentes sobre estado compartido?","Condición de carrera.","Sin sincronización, distintas intercalaciones pueden producir resultados diferentes.","active","curated","110","B2026-08-18|000110|IN-110"
"B2026-08-18|IN-111","B2026-08-18","IN-111","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué componente libera automáticamente memoria de objetos que ya no son alcanzables?","Recolector de basura.","La recolección automática reduce ciertos errores de gestión manual de memoria.","active","curated","111","B2026-08-18|000111|IN-111"
"B2026-08-18|IN-112","B2026-08-18","IN-112","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué mecanismo asigna marcas lógicas para ordenar causalmente eventos en un sistema distribuido?","Reloj de Lamport.","Si un evento causa otro, su marca de Lamport es menor, aunque lo contrario no siempre implica causalidad.","active","curated","112","B2026-08-18|000112|IN-112"
"B2026-08-18|IN-113","B2026-08-18","IN-113","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué resultado afirma que ante una partición de red un sistema distribuido no puede garantizar a la vez consistencia fuerte y disponibilidad total?","Teorema CAP.","CAP obliga a elegir qué garantía sacrificar mientras dura la partición.","active","curated","113","B2026-08-18|000113|IN-113"
"B2026-08-18|IN-114","B2026-08-18","IN-114","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué algoritmo de consenso distribuido organiza nodos en líder y seguidores?","Raft.","Raft replica un registro y elige líderes por mandatos.","active","curated","114","B2026-08-18|000114|IN-114"
"B2026-08-18|IN-115","B2026-08-18","IN-115","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué estructura probabilística comprueba pertenencia con posibles falsos positivos, pero sin falsos negativos?","Filtro de Bloom.","Usa varias funciones hash sobre un vector de bits.","active","curated","115","B2026-08-18|000115|IN-115"
"B2026-08-18|IN-116","B2026-08-18","IN-116","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué árbol resume bloques de datos mediante hashes hasta una raíz?","Árbol de Merkle.","Permite verificar eficientemente integridad y pertenencia de fragmentos.","active","curated","116","B2026-08-18|000116|IN-116"
"B2026-08-18|IN-117","B2026-08-18","IN-117","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué extensión de TLS negocia el protocolo de aplicación, como HTTP/2, durante el saludo?","ALPN.","ALPN evita una negociación adicional después de establecer TLS.","active","curated","117","B2026-08-18|000117|IN-117"
"B2026-08-18|IN-118","B2026-08-18","IN-118","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué protocolo de transporte cifrado sobre UDP sirve de base a HTTP/3?","QUIC.","QUIC integra seguridad y reduce latencia de establecimiento.","active","curated","118","B2026-08-18|000118|IN-118"
"B2026-08-18|IN-119","B2026-08-18","IN-119","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué función deriva claves repitiendo una función seudorrandom con sal y muchas iteraciones?","PBKDF2.","El coste configurable dificulta probar contraseñas masivamente.","active","curated","119","B2026-08-18|000119|IN-119"
"B2026-08-18|IN-120","B2026-08-18","IN-120","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué técnica de CPU ejecuta instrucciones antes de saber si serán necesarias?","Ejecución especulativa.","Acelera el procesamiento, pero sus efectos laterales dieron lugar a vulnerabilidades como Spectre.","active","curated","120","B2026-08-18|000120|IN-120"
"B2026-08-18|IN-121","B2026-08-18","IN-121","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué estructura de marcas permite detectar si dos eventos distribuidos son concurrentes?","Vector clock o reloj vectorial.","Compara un contador por participante para representar relaciones causales parciales.","active","curated","121","B2026-08-18|000121|IN-121"
