"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|HI-089","B2026-08-18","HI-089","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué operación de 1948-1949 abasteció por aire a los sectores occidentales de Berlín durante el bloqueo soviético?","El puente aéreo de Berlín.","Aviones aliados transportaron alimentos y combustible hasta que se levantó el bloqueo.","active","curated","89","B2026-08-18|000089|HI-089"
"B2026-08-18|HI-090","B2026-08-18","HI-090","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llamó el conjunto de reinos surgidos tras la muerte de Alejandro Magno?","Reinos helenísticos.","Sus dirigentes, los diádocos, repartieron el imperio macedonio.","active","curated","90","B2026-08-18|000090|HI-090"
"B2026-08-18|HI-091","B2026-08-18","HI-091","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué hermanos romanos del siglo II a. C. promovieron reformas agrarias y murieron violentamente?","Tiberio y Cayo Graco.","Sus tribunados agravaron los conflictos políticos de la República romana.","active","curated","91","B2026-08-18|000091|HI-091"
"B2026-08-18|HI-092","B2026-08-18","HI-092","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué acuerdo imperial de 313 permitió la práctica del cristianismo en el Imperio romano?","El Edicto de Milán.","Constantino y Licinio establecieron tolerancia religiosa y devolución de bienes.","active","curated","92","B2026-08-18|000092|HI-092"
"B2026-08-18|HI-093","B2026-08-18","HI-093","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué compilación jurídica ordenó Justiniano I en el siglo VI?","El Corpus iuris civilis.","La recopilación influyó profundamente en la tradición jurídica europea.","active","curated","93","B2026-08-18|000093|HI-093"
"B2026-08-18|HI-094","B2026-08-18","HI-094","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llamó la controversia bizantina sobre el uso de imágenes sagradas?","Iconoclasia.","Durante los siglos VIII y IX hubo periodos de prohibición y restauración de iconos.","active","curated","94","B2026-08-18|000094|HI-094"
"B2026-08-18|HI-095","B2026-08-18","HI-095","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué episodio de 1077 simbolizó el conflicto de las investiduras entre Enrique IV y Gregorio VII?","La humillación o marcha de Canossa.","El emperador buscó que el papa levantara su excomunión.","active","curated","95","B2026-08-18|000095|HI-095"
"B2026-08-18|HI-096","B2026-08-18","HI-096","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué cruzada saqueó Constantinopla en 1204?","La Cuarta Cruzada.","Los cruzados establecieron un Imperio latino en la capital bizantina.","active","curated","96","B2026-08-18|000096|HI-096"
"B2026-08-18|HI-097","B2026-08-18","HI-097","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué documento de 1356 reguló la elección del emperador del Sacro Imperio?","La Bula de Oro.","Carlos IV fijó el papel de siete príncipes electores.","active","curated","97","B2026-08-18|000097|HI-097"
"B2026-08-18|HI-098","B2026-08-18","HI-098","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué ciudad residieron los papas durante gran parte del siglo XIV fuera de Roma?","Aviñón.","El papado de Aviñón se extendió de 1309 a 1377.","active","curated","98","B2026-08-18|000098|HI-098"
"B2026-08-18|HI-099","B2026-08-18","HI-099","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llamó la gran revuelta campesina francesa de 1358?","La Jacquerie.","La rebelión estalló en el contexto de la Guerra de los Cien Años.","active","curated","99","B2026-08-18|000099|HI-099"
"B2026-08-18|HI-100","B2026-08-18","HI-100","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué edicto de 1598 concedió derechos limitados a los protestantes franceses?","El Edicto de Nantes.","Enrique IV lo promulgó para reducir las guerras de religión.","active","curated","100","B2026-08-18|000100|HI-100"
"B2026-08-18|HI-101","B2026-08-18","HI-101","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llamaron las rebeliones contra la monarquía francesa durante la minoría de Luis XIV?","La Fronda.","Entre 1648 y 1653 se alzaron parlamentos y sectores de la nobleza.","active","curated","101","B2026-08-18|000101|HI-101"
"B2026-08-18|HI-102","B2026-08-18","HI-102","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué disposición de 1713 permitió que María Teresa heredara los dominios de los Habsburgo?","La Pragmática Sanción.","Carlos VI buscó el reconocimiento europeo de la sucesión de su hija.","active","curated","102","B2026-08-18|000102|HI-102"
"B2026-08-18|HI-103","B2026-08-18","HI-103","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué Estado desapareció del mapa europeo tras tres repartos entre 1772 y 1795?","La Mancomunidad de Polonia-Lituania.","Rusia, Prusia y Austria se repartieron sus territorios.","active","curated","103","B2026-08-18|000103|HI-103"
"B2026-08-18|HI-104","B2026-08-18","HI-104","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llamó la gran rebelión de soldados indios contra la Compañía Británica de las Indias Orientales en 1857?","La rebelión de los cipayos.","Tras ella, la Corona británica asumió el gobierno directo de India.","active","curated","104","B2026-08-18|000104|HI-104"
"B2026-08-18|HI-105","B2026-08-18","HI-105","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué programa de reformas modernizadoras emprendió el Imperio otomano desde 1839?","El Tanzimat.","Buscó reorganizar administración, ejército, fiscalidad y derechos.","active","curated","105","B2026-08-18|000105|HI-105"
"B2026-08-18|HI-106","B2026-08-18","HI-106","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué movimiento chino de 1899-1901 atacó la influencia extranjera y las misiones cristianas?","La rebelión de los bóxers.","Una coalición internacional intervino y ocupó Pekín.","active","curated","106","B2026-08-18|000106|HI-106"
"B2026-08-18|HI-107","B2026-08-18","HI-107","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué movimiento depuso al sultán Abdul Hamid II tras restaurar la constitución otomana?","Los Jóvenes Turcos.","La revolución de 1908 restableció el régimen constitucional.","active","curated","107","B2026-08-18|000107|HI-107"
"B2026-08-18|HI-108","B2026-08-18","HI-108","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué declaración británica de 1917 apoyó un «hogar nacional» judío en Palestina?","La Declaración Balfour.","Fue una carta del ministro Arthur Balfour a lord Rothschild.","active","curated","108","B2026-08-18|000108|HI-108"
"B2026-08-18|HI-109","B2026-08-18","HI-109","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llamó la retirada estratégica de los comunistas chinos entre 1934 y 1935?","La Larga Marcha.","El recorrido consolidó el liderazgo de Mao dentro del Partido Comunista.","active","curated","109","B2026-08-18|000109|HI-109"
"B2026-08-18|HI-110","B2026-08-18","HI-110","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué conferencia afroasiática de 1955 se celebró en Indonesia?","La Conferencia de Bandung.","Impulsó la cooperación poscolonial y precedió al Movimiento de Países No Alineados.","active","curated","110","B2026-08-18|000110|HI-110"
"B2026-08-18|HI-111","B2026-08-18","HI-111","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Cómo se llamó el intento reformista checoslovaco de 1968 reprimido por el Pacto de Varsovia?","La Primavera de Praga.","Alexander Dubček promovió un «socialismo con rostro humano».","active","curated","111","B2026-08-18|000111|HI-111"
"B2026-08-18|HI-112","B2026-08-18","HI-112","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué revolución portuguesa de 1974 puso fin al Estado Novo?","La Revolución de los Claveles.","El movimiento militar abrió una transición democrática y aceleró la descolonización.","active","curated","112","B2026-08-18|000112|HI-112"
"B2026-08-18|HI-113","B2026-08-18","HI-113","HI","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué crisis colonial de 1898 enfrentó a Francia y Reino Unido en Sudán?","El incidente de Fachoda.","Ambas potencias evitaron la guerra y Francia retiró su expedición.","active","curated","113","B2026-08-18|000113|HI-113"
"B2026-08-18|HI-114","B2026-08-18","HI-114","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué batalla de 751 entre fuerzas abasíes y Tang se libró cerca del río Talas?","La batalla del Talas.","La victoria abasí limitó la expansión Tang en Asia Central.","active","curated","114","B2026-08-18|000114|HI-114"
"B2026-08-18|HI-115","B2026-08-18","HI-115","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué revuelta de 532 en Constantinopla estuvo a punto de derribar a Justiniano I?","La revuelta de Niká.","Facciones del hipódromo se unieron contra el emperador antes de ser reprimidas.","active","curated","115","B2026-08-18|000115|HI-115"
"B2026-08-18|HI-116","B2026-08-18","HI-116","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué sínodo de 664 decidió seguir en Northumbria el cálculo romano de la Pascua?","El sínodo de Whitby.","La decisión alineó las prácticas del reino con la Iglesia romana.","active","curated","116","B2026-08-18|000116|HI-116"
"B2026-08-18|HI-117","B2026-08-18","HI-117","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué levantamiento iniciado en Palermo en 1282 expulsó a los angevinos de Sicilia?","Las Vísperas sicilianas.","La revuelta desencadenó una guerra por el control de la isla.","active","curated","117","B2026-08-18|000117|HI-117"
"B2026-08-18|HI-118","B2026-08-18","HI-118","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué tratado de 1689 fijó una frontera entre Rusia y la China Qing?","El Tratado de Nérchinsk.","Fue el primer tratado formal entre ambos imperios.","active","curated","118","B2026-08-18|000118|HI-118"
"B2026-08-18|HI-119","B2026-08-18","HI-119","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué conflicto anglo-español de 1739 tomó su nombre de un capitán británico mutilado?","La guerra de la Oreja de Jenkins.","El episodio de Robert Jenkins se convirtió en propaganda para justificar la guerra.","active","curated","119","B2026-08-18|000119|HI-119"
"B2026-08-18|HI-120","B2026-08-18","HI-120","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué tratado de 1774 otorgó a Rusia importantes ventajas frente al Imperio otomano?","El Tratado de Küçük Kaynarca.","Rusia ganó acceso y derechos estratégicos en el mar Negro.","active","curated","120","B2026-08-18|000120|HI-120"
"B2026-08-18|HI-121","B2026-08-18","HI-121","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué incidente de 1931 sirvió de pretexto a Japón para ocupar Manchuria?","El incidente de Mukden.","Una explosión en una vía férrea fue atribuida a China por el ejército japonés.","active","curated","121","B2026-08-18|000121|HI-121"
"B2026-08-18|HI-122","B2026-08-18","HI-122","HI","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué gran ofensiva soviética de 1944 destruyó el Grupo de Ejércitos Centro alemán?","La Operación Bagration.","La ofensiva liberó gran parte de Bielorrusia y causó enormes pérdidas alemanas.","active","curated","122","B2026-08-18|000122|HI-122"
